DrugName,GeneTarget,Num,PathwayID,PathwayName
leflunomide,AHR,2,hsa04659;hsa04934,th17 cell differentiation;cushing syndrome
leflunomide,PTK2B,10,hsa04020;hsa04062;hsa04072;hsa04650;hsa04670;hsa04912;hsa05135;hsa05161;hsa05163;hsa05170,calcium signaling pathway;chemokine signaling pathway;phospholipase d signaling pathway;natural killer cell mediated cytotoxicity;leukocyte transendothelial migration;gnrh signaling pathway;yersinia infection;hepatitis b;human cytomegalovirus infection;human immunodeficiency virus 1 infection
prasterone,ESR2,6,hsa01522;hsa04915;hsa04917;hsa04929;hsa05200;hsa05224,endocrine resistance;estrogen signaling pathway;prolactin signaling pathway;gnrh secretion;pathways in cancer;breast cancer
prasterone,ESR1,8,hsa01522;hsa04915;hsa04917;hsa04919;hsa04961;hsa05200;hsa05205;hsa05224,endocrine resistance;estrogen signaling pathway;prolactin signaling pathway;thyroid hormone signaling pathway;endocrine and other factor-regulated calcium reabsorption;pathways in cancer;proteoglycans in cancer;breast cancer
prasterone,AR,3,hsa04114;hsa05200;hsa05215,oocyte meiosis;pathways in cancer;prostate cancer
prasterone,PPARA,7,hsa03320;hsa04024;hsa04920;hsa04922;hsa04931;hsa04932;hsa05160,ppar signaling pathway;camp signaling pathway;adipocytokine signaling pathway;glucagon signaling pathway;insulin resistance;non-alcoholic fatty liver disease ;hepatitis c
prasterone,SIGMAR1,0,,
prasterone,NR1I2,0,,
prasterone,NR1I3,0,,
n-(2-aminoethyl)-1-aziridineethanamine,ACE2,2,hsa04614;hsa04974,renin-angiotensin system;protein digestion and absorption
triptolide,RELA,67,hsa01523;hsa04010;hsa04014;hsa04024;hsa04062;hsa04064;hsa04066;hsa04071;hsa04137;hsa04151;hsa04210;hsa04211;hsa04218;hsa04380;hsa04620;hsa04621;hsa04622;hsa04623;hsa04625;hsa04657;hsa04658;hsa04659;hsa04660;hsa04662;hsa04668;hsa04722;hsa04917;hsa04920;hsa04926;hsa04931;hsa04932;hsa04933;hsa05030;hsa05120;hsa05130;hsa05131;hsa05132;hsa05133;hsa05134;hsa05135;hsa05140;hsa05142;hsa05145;hsa05146;hsa05152;hsa05160;hsa05161;hsa05162;hsa05163;hsa05164;hsa05165;hsa05166;hsa05167;hsa05168;hsa05169;hsa05170;hsa05200;hsa05202;hsa05203;hsa05212;hsa05215;hsa05220;hsa05221;hsa05222;hsa05235;hsa05321;hsa05418,antifolate resistance;mapk signaling pathway;ras signaling pathway;camp signaling pathway;chemokine signaling pathway;nf-kappa b signaling pathway;hif-1 signaling pathway;sphingolipid signaling pathway;mitophagy - animal;pi3k-akt signaling pathway;apoptosis;longevity regulating pathway;cellular senescence;osteoclast differentiation;toll-like receptor signaling pathway;nod-like receptor signaling pathway;rig-i-like receptor signaling pathway;cytosolic dna-sensing pathway;c-type lectin receptor signaling pathway;il-17 signaling pathway;th1 and th2 cell differentiation;th17 cell differentiation;t cell receptor signaling pathway;b cell receptor signaling pathway;tnf signaling pathway;neurotrophin signaling pathway;prolactin signaling pathway;adipocytokine signaling pathway;relaxin signaling pathway;insulin resistance;non-alcoholic fatty liver disease ;age-rage signaling pathway in diabetic complications;cocaine addiction;epithelial cell signaling in helicobacter pylori infection;pathogenic escherichia coli infection;shigellosis;salmonella infection;pertussis;legionellosis;yersinia infection;leishmaniasis;chagas disease ;toxoplasmosis;amoebiasis;tuberculosis;hepatitis c;hepatitis b;measles;human cytomegalovirus infection;influenza a;human papillomavirus infection;human t-cell leukemia virus 1 infection;kaposi sarcoma-associated herpesvirus infection;herpes simplex virus 1 infection;epstein-barr virus infection;human immunodeficiency virus 1 infection;pathways in cancer;transcriptional misregulation in cancer;viral carcinogenesis;pancreatic cancer;prostate cancer;chronic myeloid leukemia;acute myeloid leukemia;small cell lung cancer;pd-l1 expression and pd-1 checkpoint pathway in cancer;inflammatory bowel disease ;fluid shear stress and atherosclerosis
y-27632,PRKACA,69,hsa01522;hsa04010;hsa04014;hsa04020;hsa04024;hsa04062;hsa04114;hsa04140;hsa04211;hsa04213;hsa04261;hsa04270;hsa04310;hsa04340;hsa04371;hsa04530;hsa04540;hsa04611;hsa04713;hsa04714;hsa04720;hsa04723;hsa04724;hsa04725;hsa04726;hsa04727;hsa04728;hsa04740;hsa04742;hsa04750;hsa04910;hsa04911;hsa04912;hsa04913;hsa04914;hsa04915;hsa04916;hsa04918;hsa04919;hsa04921;hsa04922;hsa04923;hsa04924;hsa04925;hsa04926;hsa04927;hsa04928;hsa04934;hsa04935;hsa04961;hsa04962;hsa04970;hsa04971;hsa04976;hsa05012;hsa05020;hsa05030;hsa05031;hsa05032;hsa05034;hsa05110;hsa05146;hsa05163;hsa05165;hsa05166;hsa05200;hsa05203;hsa05205;hsa05414,"endocrine resistance;mapk signaling pathway;ras signaling pathway;calcium signaling pathway;camp signaling pathway;chemokine signaling pathway;oocyte meiosis;autophagy - animal;longevity regulating pathway;longevity regulating pathway - multiple species;adrenergic signaling in cardiomyocytes;vascular smooth muscle contraction;wnt signaling pathway;hedgehog signaling pathway;apelin signaling pathway;tight junction;gap junction;platelet activation;circadian entrainment;thermogenesis;long-term potentiation;retrograde endocannabinoid signaling;glutamatergic synapse;cholinergic synapse;serotonergic synapse;gabaergic synapse;dopaminergic synapse;olfactory transduction;taste transduction;inflammatory mediator regulation of trp channels;insulin signaling pathway;insulin secretion;gnrh signaling pathway;ovarian steroidogenesis;progesterone-mediated oocyte maturation;estrogen signaling pathway;melanogenesis;thyroid hormone synthesis;thyroid hormone signaling pathway;oxytocin signaling pathway;glucagon signaling pathway;regulation of lipolysis in adipocytes;renin secretion;aldosterone synthesis and secretion;relaxin signaling pathway;cortisol synthesis and secretion;parathyroid hormone synthesis, secretion and action;cushing syndrome;growth hormone synthesis, secretion and action;endocrine and other factor-regulated calcium reabsorption;vasopressin-regulated water reabsorption;salivary secretion;gastric acid secretion;bile secretion;parkinson disease;prion diseases;cocaine addiction;amphetamine addiction;morphine addiction;alcoholism;vibrio cholerae infection;amoebiasis;human cytomegalovirus infection;human papillomavirus infection;human t-cell leukemia virus 1 infection;pathways in cancer;viral carcinogenesis;proteoglycans in cancer;dilated cardiomyopathy "
y-27632,PKIA,1,hsa05034,alcoholism
y-27632,ROCK1,21,hsa04022;hsa04024;hsa04062;hsa04071;hsa04270;hsa04350;hsa04360;hsa04510;hsa04530;hsa04611;hsa04670;hsa04810;hsa04921;hsa05130;hsa05131;hsa05132;hsa05135;hsa05163;hsa05200;hsa05205;hsa05206,cgmp-pkg signaling pathway;camp signaling pathway;chemokine signaling pathway;sphingolipid signaling pathway;vascular smooth muscle contraction;tgf-beta signaling pathway;axon guidance;focal adhesion;tight junction;platelet activation;leukocyte transendothelial migration;regulation of actin cytoskeleton;oxytocin signaling pathway;pathogenic escherichia coli infection;shigellosis;salmonella infection;yersinia infection;human cytomegalovirus infection;pathways in cancer;proteoglycans in cancer;micrornas in cancer
y-27632,ROCK2,20,hsa04022;hsa04024;hsa04062;hsa04071;hsa04270;hsa04310;hsa04360;hsa04510;hsa04530;hsa04611;hsa04670;hsa04810;hsa04921;hsa05130;hsa05131;hsa05132;hsa05135;hsa05163;hsa05200;hsa05205,cgmp-pkg signaling pathway;camp signaling pathway;chemokine signaling pathway;sphingolipid signaling pathway;vascular smooth muscle contraction;wnt signaling pathway;axon guidance;focal adhesion;tight junction;platelet activation;leukocyte transendothelial migration;regulation of actin cytoskeleton;oxytocin signaling pathway;pathogenic escherichia coli infection;shigellosis;salmonella infection;yersinia infection;human cytomegalovirus infection;pathways in cancer;proteoglycans in cancer
saracatinib,ABL1,11,hsa04012;hsa04014;hsa04110;hsa04360;hsa04722;hsa05130;hsa05131;hsa05200;hsa05206;hsa05220;hsa05416,erbb signaling pathway;ras signaling pathway;cell cycle;axon guidance;neurotrophin signaling pathway;pathogenic escherichia coli infection;shigellosis;pathways in cancer;micrornas in cancer;chronic myeloid leukemia;viral myocarditis
saracatinib,LCK,10,hsa04064;hsa04380;hsa04650;hsa04658;hsa04659;hsa04660;hsa05135;hsa05166;hsa05235;hsa05340,nf-kappa b signaling pathway;osteoclast differentiation;natural killer cell mediated cytotoxicity;th1 and th2 cell differentiation;th17 cell differentiation;t cell receptor signaling pathway;yersinia infection;human t-cell leukemia virus 1 infection;pd-l1 expression and pd-1 checkpoint pathway in cancer;primary immunodeficiency
saracatinib,SRC,37,hsa01521;hsa01522;hsa04012;hsa04015;hsa04062;hsa04137;hsa04144;hsa04360;hsa04370;hsa04510;hsa04520;hsa04530;hsa04540;hsa04611;hsa04625;hsa04727;hsa04750;hsa04810;hsa04912;hsa04915;hsa04917;hsa04919;hsa04921;hsa04926;hsa05100;hsa05120;hsa05131;hsa05135;hsa05152;hsa05161;hsa05163;hsa05167;hsa05168;hsa05203;hsa05205;hsa05219;hsa05418,egfr tyrosine kinase inhibitor resistance;endocrine resistance;erbb signaling pathway;rap1 signaling pathway;chemokine signaling pathway;mitophagy - animal;endocytosis;axon guidance;vegf signaling pathway;focal adhesion;adherens junction;tight junction;gap junction;platelet activation;c-type lectin receptor signaling pathway;gabaergic synapse;inflammatory mediator regulation of trp channels;regulation of actin cytoskeleton;gnrh signaling pathway;estrogen signaling pathway;prolactin signaling pathway;thyroid hormone signaling pathway;oxytocin signaling pathway;relaxin signaling pathway;bacterial invasion of epithelial cells;epithelial cell signaling in helicobacter pylori infection;shigellosis;yersinia infection;tuberculosis;hepatitis b;human cytomegalovirus infection;kaposi sarcoma-associated herpesvirus infection;herpes simplex virus 1 infection;viral carcinogenesis;proteoglycans in cancer;bladder cancer;fluid shear stress and atherosclerosis
saracatinib,YES1,1,hsa04520,adherens junction
ly-255283,LTB4R,1,hsa04080,neuroactive ligand-receptor interaction
ly-255283,LTB4R2,2,hsa04020;hsa04080,calcium signaling pathway;neuroactive ligand-receptor interaction
rofecoxib,PTGS2,20,hsa00590;hsa01100;hsa04064;hsa04370;hsa04625;hsa04657;hsa04668;hsa04723;hsa04726;hsa04913;hsa04921;hsa04923;hsa05140;hsa05163;hsa05165;hsa05167;hsa05200;hsa05204;hsa05206;hsa05222,arachidonic acid metabolism;metabolic pathways;nf-kappa b signaling pathway;vegf signaling pathway;c-type lectin receptor signaling pathway;il-17 signaling pathway;tnf signaling pathway;retrograde endocannabinoid signaling;serotonergic synapse;ovarian steroidogenesis;oxytocin signaling pathway;regulation of lipolysis in adipocytes;leishmaniasis;human cytomegalovirus infection;human papillomavirus infection;kaposi sarcoma-associated herpesvirus infection;pathways in cancer;chemical carcinogenesis;micrornas in cancer;small cell lung cancer
rofecoxib,ELN,1,hsa04974,protein digestion and absorption
simvastatin,HMGCR,4,hsa00900;hsa01100;hsa04152;hsa04976,terpenoid backbone biosynthesis;metabolic pathways;ampk signaling pathway;bile secretion
simvastatin,ITGAL,11,hsa04015;hsa04514;hsa04650;hsa04670;hsa04810;hsa05144;hsa05150;hsa05166;hsa05169;hsa05323;hsa05416,rap1 signaling pathway;cell adhesion molecules ;natural killer cell mediated cytotoxicity;leukocyte transendothelial migration;regulation of actin cytoskeleton;malaria;staphylococcus aureus infection;human t-cell leukemia virus 1 infection;epstein-barr virus infection;rheumatoid arthritis;viral myocarditis
simvastatin,HDAC2,14,hsa04110;hsa04213;hsa04330;hsa04919;hsa05016;hsa05031;hsa05034;hsa05165;hsa05169;hsa05200;hsa05202;hsa05203;hsa05206;hsa05220,cell cycle;longevity regulating pathway - multiple species;notch signaling pathway;thyroid hormone signaling pathway;huntington disease;amphetamine addiction;alcoholism;human papillomavirus infection;epstein-barr virus infection;pathways in cancer;transcriptional misregulation in cancer;viral carcinogenesis;micrornas in cancer;chronic myeloid leukemia
ebastine,CYP3A4,9,hsa00140;hsa00591;hsa00830;hsa00980;hsa00982;hsa00983;hsa01100;hsa04976;hsa05204,steroid hormone biosynthesis;linoleic acid metabolism;retinol metabolism;metabolism of xenobiotics by cytochrome p450;drug metabolism - cytochrome p450;drug metabolism - other enzymes;metabolic pathways;bile secretion;chemical carcinogenesis
ebastine,HRH1,3,hsa04020;hsa04080;hsa04750,calcium signaling pathway;neuroactive ligand-receptor interaction;inflammatory mediator regulation of trp channels
cisplatin,MPG,1,hsa03410,base excision repair
cisplatin,A2M,1,hsa04610,complement and coagulation cascades
cisplatin,TF,3,hsa04066;hsa04216;hsa04978,hif-1 signaling pathway;ferroptosis;mineral absorption
cisplatin,ATOX1,1,hsa04978,mineral absorption
hydroquinone,TYR,3,hsa00350;hsa01100;hsa04916,tyrosine metabolism;metabolic pathways;melanogenesis
calcium citrate,CALM1,40,hsa04014;hsa04015;hsa04020;hsa04022;hsa04024;hsa04070;hsa04114;hsa04218;hsa04261;hsa04270;hsa04371;hsa04625;hsa04713;hsa04720;hsa04722;hsa04728;hsa04740;hsa04744;hsa04750;hsa04910;hsa04912;hsa04915;hsa04916;hsa04921;hsa04922;hsa04924;hsa04925;hsa04970;hsa04971;hsa05010;hsa05031;hsa05034;hsa05133;hsa05152;hsa05163;hsa05167;hsa05170;hsa05200;hsa05214;hsa05418,ras signaling pathway;rap1 signaling pathway;calcium signaling pathway;cgmp-pkg signaling pathway;camp signaling pathway;phosphatidylinositol signaling system;oocyte meiosis;cellular senescence;adrenergic signaling in cardiomyocytes;vascular smooth muscle contraction;apelin signaling pathway;c-type lectin receptor signaling pathway;circadian entrainment;long-term potentiation;neurotrophin signaling pathway;dopaminergic synapse;olfactory transduction;phototransduction;inflammatory mediator regulation of trp channels;insulin signaling pathway;gnrh signaling pathway;estrogen signaling pathway;melanogenesis;oxytocin signaling pathway;glucagon signaling pathway;renin secretion;aldosterone synthesis and secretion;salivary secretion;gastric acid secretion;alzheimer disease;amphetamine addiction;alcoholism;pertussis;tuberculosis;human cytomegalovirus infection;kaposi sarcoma-associated herpesvirus infection;human immunodeficiency virus 1 infection;pathways in cancer;glioma;fluid shear stress and atherosclerosis
calcium citrate,CASR,2,hsa04621;hsa04928,"nod-like receptor signaling pathway;parathyroid hormone synthesis, secretion and action"
calcium citrate,S100A13,0,,
calcium citrate,CANX,5,hsa04141;hsa04145;hsa04612;hsa04918;hsa05166,protein processing in endoplasmic reticulum;phagosome;antigen processing and presentation;thyroid hormone synthesis;human t-cell leukemia virus 1 infection
calcium citrate,S100B,0,,
calcium citrate,CALR,9,hsa04141;hsa04145;hsa04612;hsa05142;hsa05163;hsa05166;hsa05168;hsa05169;hsa05170,protein processing in endoplasmic reticulum;phagosome;antigen processing and presentation;chagas disease ;human cytomegalovirus infection;human t-cell leukemia virus 1 infection;herpes simplex virus 1 infection;epstein-barr virus infection;human immunodeficiency virus 1 infection
calcium citrate,SPARC,0,,
calcium citrate,S100A6,0,,
calcium citrate,NCS1,0,,
calcium citrate,RGN,4,hsa00030;hsa00053;hsa01100;hsa01200,pentose phosphate pathway;ascorbate and aldarate metabolism;metabolic pathways;carbon metabolism
calcium citrate,NRXN1,1,hsa04514,cell adhesion molecules 
calcium citrate,PDCD6,0,,
calcium citrate,CIB1,0,,
calcium citrate,SRI,0,,
calcium citrate,CHP1,0,,
calcium citrate,FBN2,0,,
calcium citrate,CASQ2,2,hsa04020;hsa04260,calcium signaling pathway;cardiac muscle contraction
calcium citrate,PEF1,0,,
calcium citrate,TPT1,0,,
calcium citrate,CIB2,0,,
calcium citrate,CASQ1,1,hsa04020,calcium signaling pathway
calcium citrate,NUCB1,0,,
calcium citrate,NUCB2,0,,
calcium citrate,FBN3,0,,
calcium citrate,GCA,0,,
calcium citrate,CADPS,0,,
calcium citrate,CALM2,40,hsa04014;hsa04015;hsa04020;hsa04022;hsa04024;hsa04070;hsa04114;hsa04218;hsa04261;hsa04270;hsa04371;hsa04625;hsa04713;hsa04720;hsa04722;hsa04728;hsa04740;hsa04744;hsa04750;hsa04910;hsa04912;hsa04915;hsa04916;hsa04921;hsa04922;hsa04924;hsa04925;hsa04970;hsa04971;hsa05010;hsa05031;hsa05034;hsa05133;hsa05152;hsa05163;hsa05167;hsa05170;hsa05200;hsa05214;hsa05418,ras signaling pathway;rap1 signaling pathway;calcium signaling pathway;cgmp-pkg signaling pathway;camp signaling pathway;phosphatidylinositol signaling system;oocyte meiosis;cellular senescence;adrenergic signaling in cardiomyocytes;vascular smooth muscle contraction;apelin signaling pathway;c-type lectin receptor signaling pathway;circadian entrainment;long-term potentiation;neurotrophin signaling pathway;dopaminergic synapse;olfactory transduction;phototransduction;inflammatory mediator regulation of trp channels;insulin signaling pathway;gnrh signaling pathway;estrogen signaling pathway;melanogenesis;oxytocin signaling pathway;glucagon signaling pathway;renin secretion;aldosterone synthesis and secretion;salivary secretion;gastric acid secretion;alzheimer disease;amphetamine addiction;alcoholism;pertussis;tuberculosis;human cytomegalovirus infection;kaposi sarcoma-associated herpesvirus infection;human immunodeficiency virus 1 infection;pathways in cancer;glioma;fluid shear stress and atherosclerosis
calcium citrate,CALM3,40,hsa04014;hsa04015;hsa04020;hsa04022;hsa04024;hsa04070;hsa04114;hsa04218;hsa04261;hsa04270;hsa04371;hsa04625;hsa04713;hsa04720;hsa04722;hsa04728;hsa04740;hsa04744;hsa04750;hsa04910;hsa04912;hsa04915;hsa04916;hsa04921;hsa04922;hsa04924;hsa04925;hsa04970;hsa04971;hsa05010;hsa05031;hsa05034;hsa05133;hsa05152;hsa05163;hsa05167;hsa05170;hsa05200;hsa05214;hsa05418,ras signaling pathway;rap1 signaling pathway;calcium signaling pathway;cgmp-pkg signaling pathway;camp signaling pathway;phosphatidylinositol signaling system;oocyte meiosis;cellular senescence;adrenergic signaling in cardiomyocytes;vascular smooth muscle contraction;apelin signaling pathway;c-type lectin receptor signaling pathway;circadian entrainment;long-term potentiation;neurotrophin signaling pathway;dopaminergic synapse;olfactory transduction;phototransduction;inflammatory mediator regulation of trp channels;insulin signaling pathway;gnrh signaling pathway;estrogen signaling pathway;melanogenesis;oxytocin signaling pathway;glucagon signaling pathway;renin secretion;aldosterone synthesis and secretion;salivary secretion;gastric acid secretion;alzheimer disease;amphetamine addiction;alcoholism;pertussis;tuberculosis;human cytomegalovirus infection;kaposi sarcoma-associated herpesvirus infection;human immunodeficiency virus 1 infection;pathways in cancer;glioma;fluid shear stress and atherosclerosis
calcium citrate,S100A16,0,,
calcium citrate,CALB2,0,,
calcium citrate,CAPS,0,,
calcium citrate,CADPS2,0,,
calcium citrate,CALR3,0,,
jak3-inhibitor-i,JAK3,15,hsa04062;hsa04151;hsa04217;hsa04550;hsa04630;hsa04658;hsa04659;hsa05161;hsa05162;hsa05166;hsa05169;hsa05200;hsa05203;hsa05223;hsa05340,chemokine signaling pathway;pi3k-akt signaling pathway;necroptosis;signaling pathways regulating pluripotency of stem cells;jak-stat signaling pathway;th1 and th2 cell differentiation;th17 cell differentiation;hepatitis b;measles;human t-cell leukemia virus 1 infection;epstein-barr virus infection;pathways in cancer;viral carcinogenesis;non-small cell lung cancer;primary immunodeficiency
pracinostat,HDAC1,14,hsa04110;hsa04213;hsa04330;hsa04919;hsa05016;hsa05031;hsa05034;hsa05165;hsa05169;hsa05200;hsa05202;hsa05203;hsa05206;hsa05220,cell cycle;longevity regulating pathway - multiple species;notch signaling pathway;thyroid hormone signaling pathway;huntington disease;amphetamine addiction;alcoholism;human papillomavirus infection;epstein-barr virus infection;pathways in cancer;transcriptional misregulation in cancer;viral carcinogenesis;micrornas in cancer;chronic myeloid leukemia
pracinostat,HDAC2,14,hsa04110;hsa04213;hsa04330;hsa04919;hsa05016;hsa05031;hsa05034;hsa05165;hsa05169;hsa05200;hsa05202;hsa05203;hsa05206;hsa05220,cell cycle;longevity regulating pathway - multiple species;notch signaling pathway;thyroid hormone signaling pathway;huntington disease;amphetamine addiction;alcoholism;human papillomavirus infection;epstein-barr virus infection;pathways in cancer;transcriptional misregulation in cancer;viral carcinogenesis;micrornas in cancer;chronic myeloid leukemia
pracinostat,HDAC3,3,hsa04919;hsa05034;hsa05203,thyroid hormone signaling pathway;alcoholism;viral carcinogenesis
pracinostat,HDAC6,2,hsa05034;hsa05203,alcoholism;viral carcinogenesis
blebbistatin,MYH14,3,hsa04530;hsa04810;hsa05130,tight junction;regulation of actin cytoskeleton;pathogenic escherichia coli infection
blebbistatin,MYH2,2,hsa04530;hsa05130,tight junction;pathogenic escherichia coli infection
pioglitazone,PPARG,9,hsa03320;hsa04152;hsa04211;hsa04380;hsa04714;hsa05016;hsa05200;hsa05202;hsa05216,ppar signaling pathway;ampk signaling pathway;longevity regulating pathway;osteoclast differentiation;thermogenesis;huntington disease;pathways in cancer;transcriptional misregulation in cancer;thyroid cancer
pioglitazone,MAOB,13,hsa00260;hsa00330;hsa00340;hsa00350;hsa00360;hsa00380;hsa00982;hsa01100;hsa04726;hsa04728;hsa05030;hsa05031;hsa05034,"glycine, serine and threonine metabolism;arginine and proline metabolism;histidine metabolism;tyrosine metabolism;phenylalanine metabolism;tryptophan metabolism;drug metabolism - cytochrome p450;metabolic pathways;serotonergic synapse;dopaminergic synapse;cocaine addiction;amphetamine addiction;alcoholism"
tegafur,TYMS,4,hsa00240;hsa00670;hsa01100;hsa01523,pyrimidine metabolism;one carbon pool by folate;metabolic pathways;antifolate resistance
choline salicylate,PCYT1B,4,hsa00440;hsa00564;hsa01100;hsa05231,phosphonate and phosphinate metabolism;glycerophospholipid metabolism;metabolic pathways;choline metabolism in cancer
choline salicylate,ACHE,2,hsa00564;hsa04725,glycerophospholipid metabolism;cholinergic synapse
choline salicylate,PCYT1A,4,hsa00440;hsa00564;hsa01100;hsa05231,phosphonate and phosphinate metabolism;glycerophospholipid metabolism;metabolic pathways;choline metabolism in cancer
choline salicylate,PLD2,15,hsa00564;hsa00565;hsa01100;hsa04014;hsa04024;hsa04071;hsa04072;hsa04144;hsa04666;hsa04724;hsa04912;hsa04928;hsa05200;hsa05212;hsa05231,"glycerophospholipid metabolism;ether lipid metabolism;metabolic pathways;ras signaling pathway;camp signaling pathway;sphingolipid signaling pathway;phospholipase d signaling pathway;endocytosis;fc gamma r-mediated phagocytosis;glutamatergic synapse;gnrh signaling pathway;parathyroid hormone synthesis, secretion and action;pathways in cancer;pancreatic cancer;choline metabolism in cancer"
choline salicylate,BCHE,0,,
choline salicylate,PLD1,15,hsa00564;hsa00565;hsa01100;hsa04014;hsa04024;hsa04071;hsa04072;hsa04144;hsa04666;hsa04724;hsa04912;hsa04928;hsa05200;hsa05212;hsa05231,"glycerophospholipid metabolism;ether lipid metabolism;metabolic pathways;ras signaling pathway;camp signaling pathway;sphingolipid signaling pathway;phospholipase d signaling pathway;endocytosis;fc gamma r-mediated phagocytosis;glutamatergic synapse;gnrh signaling pathway;parathyroid hormone synthesis, secretion and action;pathways in cancer;pancreatic cancer;choline metabolism in cancer"
choline salicylate,CHRNA7,5,hsa04020;hsa04080;hsa04725;hsa05033;hsa05204,calcium signaling pathway;neuroactive ligand-receptor interaction;cholinergic synapse;nicotine addiction;chemical carcinogenesis
methotrexate,DHFR,4,hsa00670;hsa00790;hsa01100;hsa01523,one carbon pool by folate;folate biosynthesis;metabolic pathways;antifolate resistance
methotrexate,TYMS,4,hsa00240;hsa00670;hsa01100;hsa01523,pyrimidine metabolism;one carbon pool by folate;metabolic pathways;antifolate resistance
methotrexate,ATIC,4,hsa00230;hsa00670;hsa01100;hsa01523,purine metabolism;one carbon pool by folate;metabolic pathways;antifolate resistance
clofibrate,PPARA,7,hsa03320;hsa04024;hsa04920;hsa04922;hsa04931;hsa04932;hsa05160,ppar signaling pathway;camp signaling pathway;adipocytokine signaling pathway;glucagon signaling pathway;insulin resistance;non-alcoholic fatty liver disease ;hepatitis c
hydroxyurea,RRM1,5,hsa00230;hsa00240;hsa00480;hsa00983;hsa01100,purine metabolism;pyrimidine metabolism;glutathione metabolism;drug metabolism - other enzymes;metabolic pathways
